ApplicationID,CandidateID,DateID,TechnologyID,SeniorityID,CountryID,Code Challenge Score,Technical Interview Score,Hired
21970,21970,1304,3,3,105,10,10,1
21971,21971,609,13,5,175,9,8,1
21972,21972,812,8,7,39,6,8,0
21973,21973,1301,19,7,234,1,6,0
21974,21974,759,7,6,243,6,8,0
21975,21975,132,14,4,46,10,2,0
21976,21976,1205,8,2,224,5,6,0
21977,21977,10,8,6,123,0,3,0
21978,21978,172,10,6,217,3,0,0
21979,21979,1322,4,7,140,2,4,0
21980,21980,1337,13,2,131,10,1,0
21981,21981,962,5,6,207,9,0,0
21982,21982,884,1,5,37,0,5,0
21983,21983,512,21,1,92,0,7,0
21984,21984,396,3,5,121,8,10,1
21985,21985,1530,7,3,58,0,9,0
21986,21986,488,8,3,25,3,9,0
21987,21987,1280,11,4,202,7,2,0
21988,21988,350,22,3,161,9,10,1
21989,21989,6,20,5,130,4,1,0
21990,21990,16,4,3,120,2,10,0
21991,21991,82,21,3,232,9,0,0
21992,21992,276,9,3,194,1,8,0
21993,21993,1456,7,5,177,5,7,0
21994,21994,1227,19,4,146,10,0,0
21995,21995,764,11,5,218,6,0,0
21996,21996,75,13,4,55,9,5,0
21997,21997,1010,18,6,184,8,1,0
21998,21998,1407,21,7,36,6,0,0
21999,21999,1475,2,4,108,5,4,0
22000,22000,253,1,3,189,6,1,0
22001,22001,1339,17,7,130,8,9,1
22002,22002,148,13,1,163,2,6,0
22003,22003,317,14,6,196,1,0,0
22004,22004,584,4,4,213,0,10,0
22005,22005,1440,4,3,203,2,4,0
22006,22006,15,1,7,68,8,3,0
22007,22007,394,14,5,170,5,3,0
22008,22008,213,4,4,117,2,9,0
22009,22009,1383,13,4,196,0,1,0
22010,22010,22,17,5,203,7,9,1
22011,22011,1585,14,3,142,6,9,0
22012,22012,377,18,5,21,10,8,1
22013,22013,1057,13,6,40,0,10,0
22014,22014,310,11,6,3,0,9,0
22015,22015,1304,5,6,7,0,5,0
22016,22016,14,18,1,2,4,1,0
22017,22017,768,17,4,160,0,7,0
22018,22018,402,12,6,205,4,5,0
22019,22019,1546,22,3,141,8,9,1
22020,22020,10,21,7,131,7,7,1
22021,22021,736,4,6,119,6,3,0
22022,22022,1120,1,7,94,0,9,0
22023,22023,1076,13,3,76,8,6,0
22024,22024,269,8,6,77,9,8,1
22025,22025,1644,9,3,232,8,9,1
22026,22026,328,17,6,200,10,10,1
22027,22027,319,5,3,174,3,1,0
22028,22028,699,6,3,19,1,4,0
22029,22029,927,16,1,179,10,7,1
22030,22030,417,14,2,39,7,5,0
22031,22031,1257,20,4,157,5,3,0
22032,22032,156,9,7,59,1,6,0
22033,22033,1098,16,4,238,5,4,0
22034,22034,399,9,6,56,2,2,0
22035,22035,254,21,2,66,3,2,0
22036,22036,1316,23,6,21,1,3,0
22037,22037,488,10,4,13,6,0,0
22038,22038,1335,1,3,107,7,3,0
22039,22039,748,13,2,192,6,2,0
22040,22040,408,21,6,237,8,8,1
22041,22041,855,8,1,88,5,4,0
22042,22042,844,6,5,244,1,2,0
22043,22043,1622,3,1,96,8,3,0
22044,22044,320,2,6,168,2,0,0
22045,22045,584,16,4,36,6,0,0
22046,22046,192,5,3,94,7,3,0
22047,22047,723,6,6,164,7,0,0
22048,22048,1426,3,3,107,10,7,1
22049,22049,96,3,3,157,8,7,1
22050,22050,1456,1,2,240,10,4,0
22051,22051,131,24,2,60,4,6,0
22052,22052,753,13,4,162,7,0,0
22053,22053,1147,24,2,25,2,0,0
22054,22054,1619,8,3,239,7,7,1
22055,22055,882,23,5,224,7,7,1
22056,22056,1146,17,2,188,1,6,0
22057,22057,1011,18,3,28,5,6,0
22058,22058,910,22,3,35,0,8,0
22059,22059,553,24,3,175,0,9,0
22060,22060,1049,15,2,208,2,8,0
22061,22061,821,2,2,241,9,2,0
22062,22062,489,10,4,171,8,5,0
22063,22063,332,10,4,65,6,5,0
22064,22064,1257,13,1,69,0,6,0
22065,22065,194,12,4,158,7,2,0
22066,22066,1361,15,6,135,3,2,0
22067,22067,713,14,4,148,3,8,0
22068,22068,1110,13,6,58,5,8,0
22069,22069,1237,18,6,172,2,2,0
22070,22070,67,19,4,4,8,10,1
22071,22071,122,17,3,221,10,2,0
22072,22072,464,1,4,214,1,7,0
22073,22073,1279,22,3,46,10,8,1
22074,22074,1301,12,2,202,7,3,0
22075,22075,417,11,4,164,4,3,0
22076,22076,539,21,6,188,1,1,0
22077,22077,256,2,7,22,4,8,0
22078,22078,808,13,4,111,0,1,0
22079,22079,890,13,1,31,5,10,0
22080,22080,1501,22,3,89,10,9,1
22081,22081,1282,22,3,22,10,9,1
22082,22082,1096,1,3,234,5,6,0
22083,22083,1269,24,3,54,0,0,0
22084,22084,1318,13,2,130,9,10,1
22085,22085,102,15,4,177,7,1,0
22086,22086,18,6,3,64,8,3,0
22087,22087,1199,15,5,95,9,8,1
22088,22088,684,6,3,101,3,5,0
22089,22089,68,20,5,224,9,4,0
22090,22090,1104,16,2,51,7,2,0
22091,22091,290,13,6,145,9,9,1
22092,22092,1288,21,5,144,10,1,0
22093,22093,1356,14,7,61,10,7,1
22094,22094,1003,2,6,117,8,2,0
22095,22095,1531,18,4,91,8,1,0
22096,22096,785,1,4,10,3,6,0
22097,22097,839,19,2,208,8,3,0
22098,22098,944,19,5,243,8,9,1
22099,22099,1478,8,6,137,4,8,0
22100,22100,66,8,1,122,8,8,1
22101,22101,218,4,5,175,0,1,0
22102,22102,305,11,2,6,0,2,0
22103,22103,501,16,1,231,6,9,0
22104,22104,400,1,7,103,8,8,1
22105,22105,301,23,1,57,0,8,0
22106,22106,162,8,5,227,8,10,1
22107,22107,1024,7,4,216,7,3,0
22108,22108,130,18,7,76,10,6,0
22109,22109,856,4,1,49,4,8,0
22110,22110,44,11,1,182,9,10,1
22111,22111,796,17,7,205,10,2,0
22112,22112,1053,8,6,165,4,2,0
22113,22113,130,1,3,4,2,2,0
22114,22114,951,3,6,168,7,8,1
22115,22115,1421,8,7,184,9,1,0
22116,22116,30,24,3,50,4,9,0
22117,22117,931,21,3,195,3,7,0
22118,22118,235,16,5,66,8,10,1
22119,22119,456,20,7,204,7,10,1
22120,22120,43,14,4,33,0,8,0
22121,22121,997,4,7,110,5,6,0
22122,22122,1467,21,6,173,6,8,0
22123,22123,1122,1,7,35,10,1,0
22124,22124,1330,20,1,82,3,9,0
22125,22125,57,13,2,60,9,7,1
22126,22126,376,4,7,156,2,9,0
22127,22127,354,24,6,197,8,5,0
22128,22128,891,16,1,203,9,6,0
22129,22129,115,2,2,4,2,10,0
22130,22130,1148,18,4,207,10,0,0
22131,22131,486,14,6,162,0,0,0
22132,22132,1212,12,2,12,9,6,0
22133,22133,1018,14,2,111,10,3,0
22134,22134,1309,13,3,37,7,2,0
22135,22135,1454,17,7,234,8,9,1
22136,22136,1630,4,4,83,0,0,0
22137,22137,497,15,1,184,2,6,0
22138,22138,418,20,2,224,10,3,0
22139,22139,729,8,2,75,0,7,0
22140,22140,1185,1,2,59,6,0,0
22141,22141,1558,16,2,28,10,9,1
22142,22142,1382,18,2,29,4,6,0
22143,22143,917,23,1,178,9,0,0
22144,22144,1240,18,5,59,5,5,0
22145,22145,1205,4,4,201,9,3,0
22146,22146,946,9,6,151,10,8,1
22147,22147,916,19,3,162,10,8,1
22148,22148,1134,11,1,21,0,5,0
22149,22149,508,5,7,41,8,1,0
22150,22150,125,12,7,197,10,9,1
22151,22151,686,16,7,124,5,10,0
22152,22152,1050,11,1,37,1,9,0
22153,22153,753,6,6,197,1,0,0
22154,22154,870,16,3,146,0,9,0
22155,22155,208,21,3,151,6,6,0
22156,22156,327,8,5,109,9,5,0
22157,22157,157,9,1,35,7,7,1
22158,22158,543,12,5,177,3,5,0
22159,22159,821,6,5,15,5,3,0
22160,22160,1456,14,1,27,9,10,1
22161,22161,1456,22,6,102,9,1,0
22162,22162,1177,1,3,183,10,8,1
22163,22163,1138,1,3,178,9,8,1
22164,22164,1224,20,2,227,7,2,0
22165,22165,96,24,7,173,8,6,0
22166,22166,1522,24,1,105,7,2,0
22167,22167,761,11,5,9,6,7,0
22168,22168,1196,24,5,60,3,9,0
22169,22169,578,4,5,167,1,9,0
22170,22170,1017,6,2,99,8,8,1
22171,22171,1481,8,7,68,7,0,0
22172,22172,137,17,3,91,2,5,0
22173,22173,1575,2,2,108,1,3,0
22174,22174,1506,24,6,38,5,8,0
22175,22175,1110,20,2,25,8,2,0
22176,22176,377,13,4,243,8,7,1
22177,22177,1419,21,2,229,2,2,0
22178,22178,1247,15,2,60,9,3,0
22179,22179,230,16,3,149,10,4,0
22180,22180,481,14,6,218,4,1,0
22181,22181,744,16,7,36,7,3,0
22182,22182,638,8,6,99,1,2,0
22183,22183,1363,20,2,13,3,5,0
22184,22184,1506,15,4,62,10,9,1
22185,22185,920,4,2,191,7,10,1
22186,22186,1632,22,3,25,0,0,0
22187,22187,34,12,4,7,0,7,0
22188,22188,259,16,4,163,3,8,0
22189,22189,368,21,3,54,6,0,0
22190,22190,636,1,3,199,1,10,0
22191,22191,31,19,3,217,0,6,0
22192,22192,810,14,4,52,10,3,0
22193,22193,93,10,2,211,9,5,0
22194,22194,1610,6,1,111,4,7,0
22195,22195,1000,17,1,207,6,5,0
22196,22196,1607,2,5,64,0,5,0
22197,22197,561,2,2,169,8,4,0
22198,22198,1453,15,5,163,7,2,0
22199,22199,630,23,4,189,6,10,0
22200,22200,68,20,4,221,7,1,0
22201,22201,888,12,2,176,0,1,0
22202,22202,685,9,3,28,1,9,0
22203,22203,194,8,7,58,3,10,0
22204,22204,524,6,3,239,10,2,0
22205,22205,1288,5,1,107,3,9,0
22206,22206,1219,17,7,13,3,4,0
22207,22207,853,21,1,186,5,5,0
22208,22208,145,13,3,191,1,7,0
22209,22209,230,1,1,108,2,0,0
22210,22210,1520,9,7,14,10,4,0
22211,22211,261,1,3,120,0,1,0
22212,22212,1314,6,4,82,3,8,0
22213,22213,1465,21,2,41,2,7,0
22214,22214,1091,11,2,32,10,1,0
22215,22215,435,20,6,191,2,5,0
22216,22216,718,24,2,76,1,0,0
22217,22217,1341,4,6,166,3,5,0
22218,22218,24,17,6,180,3,8,0
22219,22219,34,19,1,121,7,2,0
22220,22220,1455,13,3,195,0,2,0
22221,22221,60,14,2,129,9,10,1
22222,22222,855,3,6,126,9,9,1
22223,22223,921,13,4,219,6,9,0
22224,22224,689,17,4,136,3,0,0
22225,22225,970,21,1,39,8,7,1
22226,22226,1260,21,3,7,7,2,0
22227,22227,1064,1,3,89,0,2,0
22228,22228,931,5,3,218,0,2,0
22229,22229,1170,15,2,235,7,5,0
22230,22230,1237,3,5,243,1,5,0
22231,22231,1614,22,1,102,3,4,0
22232,22232,1511,16,3,157,5,10,0
22233,22233,1274,7,6,121,10,5,0
22234,22234,1450,6,3,54,9,9,1
22235,22235,926,13,1,77,0,5,0
22236,22236,662,13,5,117,0,3,0
22237,22237,957,8,5,225,7,7,1
22238,22238,461,8,4,109,10,9,1
22239,22239,1189,9,3,236,3,2,0
22240,22240,199,5,2,11,6,5,0
22241,22241,1638,17,4,198,9,4,0
22242,22242,932,21,7,240,9,7,1
22243,22243,979,16,6,149,3,6,0
22244,22244,1313,24,7,235,1,8,0
22245,22245,1320,8,5,31,6,6,0
22246,22246,907,3,2,195,9,7,1
22247,22247,32,13,4,101,0,9,0
22248,22248,238,1,3,114,2,10,0
22249,22249,1079,7,3,6,3,6,0
22250,22250,481,7,7,219,10,10,1
22251,22251,260,13,4,34,7,6,0
22252,22252,1225,7,7,81,5,0,0
22253,22253,1572,16,6,174,0,3,0
22254,22254,1327,2,2,131,10,9,1
22255,22255,960,17,1,50,1,3,0
22256,22256,1590,11,3,232,10,5,0
22257,22257,499,17,3,187,6,1,0
22258,22258,1159,3,2,101,2,0,0
22259,22259,1159,13,7,174,9,7,1
22260,22260,1089,11,7,171,2,10,0
22261,22261,173,16,4,205,2,6,0
22262,22262,934,12,7,67,2,8,0
22263,22263,1615,22,6,99,8,4,0
22264,22264,336,13,7,174,1,2,0
22265,22265,507,3,2,183,1,1,0
22266,22266,1364,17,1,126,5,10,0
22267,22267,212,5,1,52,9,0,0
22268,22268,253,20,1,52,6,8,0
22269,22269,126,11,6,88,9,6,0
22270,22270,1511,3,5,142,7,9,1
22271,22271,1537,6,6,36,8,6,0
22272,22272,1230,18,4,158,9,1,0
22273,22273,1571,13,6,5,3,5,0
22274,22274,1183,16,2,70,2,10,0
22275,22275,1579,22,3,77,9,3,0
22276,22276,751,14,3,51,4,5,0
22277,22277,833,21,6,156,6,3,0
22278,22278,1405,14,7,52,6,4,0
22279,22279,75,22,7,186,5,2,0
22280,22280,42,7,1,121,4,3,0
22281,22281,1227,1,7,212,8,6,0
22282,22282,994,8,1,200,6,6,0
22283,22283,179,24,6,35,8,10,1
22284,22284,1504,8,3,47,8,8,1
22285,22285,273,4,7,156,2,5,0
22286,22286,1078,23,7,44,10,9,1
22287,22287,1512,11,7,108,6,3,0
22288,22288,883,13,3,210,1,4,0
22289,22289,576,6,4,221,4,3,0
22290,22290,364,8,4,57,7,10,1
22291,22291,1530,12,7,88,9,5,0
22292,22292,1361,10,3,47,3,9,0
22293,22293,531,5,2,126,0,9,0
22294,22294,1510,9,5,101,6,9,0
22295,22295,1224,23,7,88,2,9,0
22296,22296,1066,3,1,59,1,10,0
22297,22297,946,8,5,66,4,0,0
22298,22298,1103,5,7,77,0,3,0
22299,22299,42,10,7,141,8,1,0
22300,22300,1644,13,2,161,4,1,0
22301,22301,83,16,2,10,3,2,0
22302,22302,1355,7,6,185,2,9,0
22303,22303,831,6,2,148,10,0,0
22304,22304,426,10,6,122,1,6,0
22305,22305,958,1,6,231,0,10,0
22306,22306,1108,19,6,160,4,10,0
22307,22307,413,3,5,8,5,7,0
22308,22308,1347,8,4,73,10,6,0
22309,22309,746,24,7,184,0,7,0
22310,22310,1120,4,2,224,0,3,0
22311,22311,735,10,7,129,3,8,0
22312,22312,940,23,3,223,2,1,0
22313,22313,1173,12,6,240,9,6,0
22314,22314,1273,3,7,73,4,10,0
22315,22315,517,13,3,58,7,0,0
22316,22316,309,1,2,161,2,4,0
22317,22317,1089,13,1,155,6,9,0
22318,22318,167,17,7,82,8,1,0
22319,22319,1014,3,5,156,1,7,0
22320,22320,266,9,7,130,2,9,0
22321,22321,1481,21,4,114,6,2,0
22322,22322,1583,7,5,131,5,9,0
22323,22323,211,1,5,232,8,8,1
22324,22324,1635,23,7,136,10,4,0
22325,22325,1461,1,3,12,7,5,0
22326,22326,631,7,1,157,8,1,0
22327,22327,690,4,6,128,8,5,0
22328,22328,566,3,2,93,0,7,0
22329,22329,1187,16,4,101,5,7,0
22330,22330,563,24,3,230,8,5,0
22331,22331,950,1,3,26,5,2,0
22332,22332,807,13,1,108,8,8,1
22333,22333,953,3,5,172,0,0,0
22334,22334,1254,10,6,70,5,5,0
22335,22335,762,13,1,63,9,2,0
22336,22336,22,5,1,92,6,8,0
22337,22337,42,5,2,55,6,10,0
22338,22338,517,11,6,23,8,10,1
22339,22339,691,8,5,140,4,8,0
22340,22340,189,24,2,126,4,6,0
22341,22341,761,3,4,198,6,2,0
22342,22342,596,2,4,226,10,2,0
22343,22343,918,23,1,80,8,2,0
22344,22344,1280,6,3,34,3,1,0
22345,22345,426,2,5,194,6,5,0
22346,22346,1546,16,2,154,1,0,0
22347,22347,1646,15,7,65,2,10,0
22348,22348,1386,19,1,207,7,7,1
22349,22349,903,18,6,86,2,7,0
22350,22350,1215,6,2,178,3,10,0
22351,22351,1441,5,1,193,8,6,0
22352,22352,271,11,7,141,0,3,0
22353,22353,139,15,2,196,9,2,0
22354,22354,1407,11,4,64,9,9,1
22355,22355,838,18,7,236,2,7,0
22356,22356,79,3,2,30,2,7,0
22357,22357,1314,4,4,24,6,6,0
22358,22358,310,11,1,218,2,8,0
22359,22359,606,17,1,197,0,4,0
22360,22360,1481,5,1,101,10,3,0
22361,22361,189,16,3,177,4,8,0
22362,22362,371,18,5,158,0,4,0
22363,22363,826,1,5,96,1,6,0
22364,22364,750,13,3,174,7,4,0
22365,22365,300,15,2,83,3,8,0
22366,22366,583,8,3,48,6,9,0
22367,22367,366,4,1,106,0,5,0
22368,22368,1582,18,3,88,3,5,0
22369,22369,1331,8,2,163,2,10,0
22370,22370,364,20,4,88,5,9,0
22371,22371,696,2,1,215,5,1,0
22372,22372,1442,23,7,78,8,10,1
22373,22373,996,5,6,79,6,0,0
22374,22374,534,12,2,192,3,4,0
22375,22375,873,19,1,96,8,1,0
22376,22376,884,7,3,17,5,1,0
22377,22377,1027,7,5,163,2,0,0
22378,22378,1416,16,4,187,1,5,0
22379,22379,315,15,5,210,9,5,0
22380,22380,1362,6,1,219,3,0,0
22381,22381,87,17,4,54,0,0,0
22382,22382,949,11,1,47,7,2,0
22383,22383,940,19,2,238,4,9,0
22384,22384,203,24,6,67,5,1,0
22385,22385,1204,8,7,71,4,8,0
22386,22386,1223,18,4,82,7,9,1
22387,22387,543,14,1,36,0,0,0
22388,22388,149,24,2,140,2,4,0
22389,22389,65,12,6,58,4,10,0
22390,22390,1179,22,6,227,3,5,0
22391,22391,1201,8,4,32,7,1,0
22392,22392,1245,3,1,117,2,3,0
22393,22393,476,8,7,59,8,1,0
22394,22394,1107,12,4,216,3,0,0
22395,22395,437,9,3,188,6,0,0
22396,22396,1438,11,3,61,3,5,0
22397,22397,1020,21,3,192,5,6,0
22398,22398,945,15,4,12,6,0,0
22399,22399,1301,9,2,7,6,6,0
22400,22400,1246,13,7,4,10,9,1
22401,22401,544,4,1,209,10,2,0
22402,22402,705,5,1,150,9,5,0
22403,22403,1311,3,5,227,10,4,0
22404,22404,1174,14,7,51,8,7,1
22405,22405,1278,15,6,208,5,10,0
22406,22406,706,15,1,234,7,0,0
22407,22407,845,1,2,201,7,2,0
22408,22408,1031,13,6,94,7,2,0
22409,22409,700,8,3,18,5,6,0
22410,22410,500,1,3,233,7,1,0
22411,22411,61,8,1,153,4,2,0
22412,22412,1489,17,4,178,5,2,0
22413,22413,782,3,3,162,8,1,0
22414,22414,814,12,7,4,3,8,0
22415,22415,918,4,2,155,7,4,0
22416,22416,1247,8,4,191,1,2,0
22417,22417,1557,21,1,203,8,2,0
22418,22418,154,1,2,205,9,6,0
22419,22419,77,12,1,194,1,0,0
22420,22420,896,16,7,90,6,2,0
22421,22421,992,3,2,126,1,6,0
22422,22422,396,3,2,39,5,6,0
22423,22423,1227,2,7,115,10,2,0
22424,22424,1376,13,7,14,10,6,0
22425,22425,1564,5,5,34,8,8,1
22426,22426,27,4,5,155,4,1,0
22427,22427,1480,19,2,154,9,6,0
22428,22428,45,11,5,142,2,2,0
22429,22429,669,5,7,222,6,1,0
22430,22430,1241,9,1,3,1,4,0
22431,22431,647,14,5,126,8,2,0
22432,22432,631,23,3,115,6,2,0
22433,22433,831,13,7,40,4,7,0
22434,22434,554,4,4,12,10,1,0
22435,22435,708,2,6,157,10,0,0
22436,22436,465,14,1,60,8,4,0
22437,22437,499,23,5,182,1,9,0
22438,22438,308,20,7,103,4,5,0
22439,22439,1362,22,3,149,4,3,0
22440,22440,1143,3,7,109,9,5,0
22441,22441,630,11,2,24,1,4,0
22442,22442,934,8,4,17,5,6,0
22443,22443,357,8,4,144,2,3,0
22444,22444,1187,23,6,78,3,4,0
22445,22445,13,3,5,70,6,3,0
22446,22446,1062,20,4,9,3,8,0
22447,22447,737,13,2,201,9,3,0
22448,22448,715,23,7,167,2,10,0
22449,22449,450,22,5,231,9,0,0
22450,22450,1479,20,6,69,1,4,0
22451,22451,316,14,4,158,7,4,0
22452,22452,571,14,5,25,5,9,0
22453,22453,1486,16,1,202,7,8,1
22454,22454,1293,13,2,165,4,8,0
22455,22455,198,8,6,94,0,10,0
22456,22456,486,4,3,95,10,3,0
22457,22457,856,15,1,154,7,10,1
22458,22458,779,4,2,100,4,7,0
22459,22459,1627,11,4,13,2,1,0
22460,22460,214,11,6,219,9,4,0
22461,22461,394,3,1,32,10,1,0
22462,22462,949,10,1,155,1,3,0
22463,22463,810,20,1,30,1,5,0
22464,22464,903,18,3,31,5,4,0
22465,22465,396,17,7,208,3,1,0
22466,22466,805,1,4,116,0,3,0
22467,22467,214,20,3,31,7,7,1
22468,22468,978,7,4,232,3,8,0
22469,22469,375,16,2,54,3,6,0
22470,22470,182,14,3,82,6,7,0
22471,22471,1440,1,2,33,1,1,0
22472,22472,1073,20,3,219,5,9,0
22473,22473,432,14,2,48,10,3,0
22474,22474,361,20,4,151,1,3,0
22475,22475,635,12,5,36,6,8,0
22476,22476,1304,24,4,86,9,8,1
22477,22477,1373,21,3,143,5,9,0
22478,22478,1266,2,3,210,3,0,0
22479,22479,1411,6,2,59,6,3,0
22480,22480,50,13,3,11,10,5,0
22481,22481,1136,2,1,67,5,7,0
22482,22482,95,3,4,109,1,2,0
22483,22483,1610,14,1,97,4,8,0
22484,22484,875,18,4,158,7,5,0
22485,22485,980,5,4,176,9,9,1
22486,22486,660,5,2,60,4,6,0
22487,22487,806,6,4,81,7,7,1
22488,22488,1637,23,1,40,6,8,0
22489,22489,207,9,4,29,3,8,0
22490,22490,245,11,7,68,0,10,0
22491,22491,1058,18,7,108,2,5,0
22492,22492,1562,2,4,155,10,1,0
22493,22493,1377,9,5,225,0,3,0
22494,22494,1179,14,7,88,9,3,0
22495,22495,1405,11,1,129,1,0,0
22496,22496,264,13,3,149,8,0,0
22497,22497,410,20,4,210,7,1,0
22498,22498,347,9,5,210,10,4,0
22499,22499,235,17,5,61,10,4,0
22500,22500,914,14,6,159,3,7,0
22501,22501,1547,2,4,152,8,10,1
22502,22502,487,13,3,173,8,3,0
22503,22503,477,6,7,34,2,0,0
22504,22504,460,2,6,211,5,9,0
22505,22505,972,20,3,114,8,0,0
22506,22506,742,24,3,35,3,4,0
22507,22507,1297,16,1,86,4,1,0
22508,22508,1492,17,6,144,2,4,0
22509,22509,1285,21,7,76,6,1,0
22510,22510,1642,11,5,146,1,0,0
22511,22511,343,2,2,80,8,2,0
22512,22512,878,12,4,128,10,6,0
22513,22513,1452,11,6,218,5,0,0
22514,22514,551,17,2,57,9,4,0
22515,22515,208,7,2,103,4,4,0
22516,22516,71,4,4,7,7,5,0
22517,22517,1238,12,4,95,8,1,0
22518,22518,165,23,7,240,6,6,0
22519,22519,1202,15,7,54,2,7,0
22520,22520,513,10,2,15,2,9,0
22521,22521,953,10,1,182,5,2,0
22522,22522,1447,23,4,119,5,5,0
22523,22523,636,19,3,124,9,9,1
22524,22524,619,12,2,139,5,2,0
22525,22525,1172,20,4,241,3,8,0
22526,22526,616,8,2,144,1,0,0
22527,22527,1582,7,1,127,1,0,0
22528,22528,965,19,1,211,0,2,0
22529,22529,1240,1,7,83,7,9,1
22530,22530,1128,13,3,149,5,1,0
22531,22531,562,21,3,135,3,6,0
22532,22532,1087,24,7,154,4,6,0
22533,22533,130,22,1,210,3,8,0
22534,22534,1233,3,6,200,0,3,0
22535,22535,1422,2,2,173,10,10,1
22536,22536,1308,15,3,200,5,6,0
22537,22537,825,10,3,146,9,5,0
22538,22538,1033,12,5,89,4,2,0
22539,22539,188,6,5,167,7,2,0
22540,22540,240,17,2,35,3,6,0
22541,22541,305,13,6,108,9,0,0
22542,22542,583,8,5,178,5,8,0
22543,22543,1260,3,3,180,7,7,1
22544,22544,340,6,3,77,4,9,0
22545,22545,1128,12,2,183,10,5,0
22546,22546,1107,15,6,60,7,4,0
22547,22547,86,10,4,66,5,3,0
22548,22548,981,11,1,217,5,0,0
22549,22549,361,9,2,171,0,2,0
22550,22550,974,24,7,120,9,6,0
22551,22551,1288,7,3,199,2,8,0
22552,22552,1079,16,2,207,10,2,0
22553,22553,1392,21,5,23,3,4,0
22554,22554,1144,4,6,63,0,6,0
22555,22555,744,7,7,53,1,8,0
22556,22556,550,6,7,218,10,3,0
22557,22557,1425,13,6,171,4,2,0
22558,22558,1374,1,4,157,10,7,1
22559,22559,1561,8,7,178,1,3,0
22560,22560,178,24,6,103,5,7,0
22561,22561,160,5,5,206,7,8,1
22562,22562,48,13,1,210,9,8,1
22563,22563,1352,11,3,56,7,6,0
22564,22564,195,23,2,93,3,10,0
22565,22565,1287,10,4,55,6,6,0
22566,22566,338,23,5,26,4,9,0
22567,22567,661,6,1,102,7,3,0
22568,22568,240,5,5,46,8,4,0
22569,22569,1421,18,3,99,10,4,0
22570,22570,291,14,3,62,4,3,0
22571,22571,246,13,3,126,7,3,0
22572,22572,1627,19,5,68,0,2,0
22573,22573,193,23,7,80,3,0,0
22574,22574,230,6,6,9,2,10,0
22575,22575,589,10,4,111,0,10,0
22576,22576,497,14,1,210,6,4,0
22577,22577,870,8,2,47,8,4,0
22578,22578,674,17,5,158,9,10,1
22579,22579,880,9,5,64,4,7,0
22580,22580,609,13,3,47,4,1,0
22581,22581,1098,23,5,42,9,5,0
22582,22582,324,13,2,31,6,3,0
22583,22583,782,15,3,168,10,6,0
22584,22584,830,21,2,32,3,1,0
22585,22585,1646,4,2,216,10,2,0
22586,22586,325,2,2,67,4,9,0
22587,22587,343,6,1,143,3,5,0
22588,22588,1398,16,3,89,10,4,0
22589,22589,520,15,1,182,8,1,0
22590,22590,747,6,2,47,1,4,0
22591,22591,1310,21,5,94,4,8,0
22592,22592,171,14,1,200,9,10,1
22593,22593,129,16,5,188,2,0,0
22594,22594,246,23,4,227,2,4,0
22595,22595,1283,22,6,233,10,1,0
22596,22596,949,5,7,59,2,3,0
22597,22597,164,20,2,180,10,10,1
22598,22598,957,7,1,168,3,6,0
22599,22599,525,8,3,214,0,1,0
22600,22600,1623,21,2,166,0,10,0
22601,22601,1008,20,3,49,2,5,0
22602,22602,492,17,6,101,10,10,1
22603,22603,680,9,2,225,0,7,0
22604,22604,380,20,7,76,5,7,0
22605,22605,107,8,5,61,2,4,0
22606,22606,455,2,1,207,4,2,0
22607,22607,59,22,2,1,9,6,0
22608,22608,704,11,3,88,9,4,0
22609,22609,1406,19,6,159,2,6,0
22610,22610,487,13,6,173,9,0,0
22611,22611,1415,10,5,160,1,9,0
22612,22612,613,21,6,116,1,1,0
22613,22613,1226,12,3,16,2,10,0
22614,22614,1485,9,6,166,5,0,0
22615,22615,35,24,6,233,9,8,1
22616,22616,64,8,5,61,3,2,0
22617,22617,450,5,4,233,4,10,0
22618,22618,620,1,1,244,4,3,0
22619,22619,1261,11,3,219,4,8,0
22620,22620,1323,14,1,4,10,1,0
22621,22621,230,15,6,94,0,4,0
22622,22622,1176,2,2,231,9,9,1
22623,22623,1618,24,3,218,10,10,1
22624,22624,1085,13,1,1,9,8,1
22625,22625,97,14,5,114,5,3,0
22626,22626,1399,13,7,217,10,3,0
22627,22627,815,17,2,37,5,8,0
22628,22628,405,2,2,41,1,5,0
22629,22629,1154,4,5,237,0,9,0
22630,22630,619,15,4,32,2,3,0
22631,22631,437,12,6,141,9,10,1
22632,22632,851,18,2,196,9,4,0
22633,22633,75,2,6,53,5,2,0
22634,22634,858,8,5,85,10,9,1
22635,22635,293,6,6,20,2,9,0
22636,22636,411,16,6,169,0,6,0
22637,22637,433,20,4,223,10,4,0
22638,22638,1418,15,3,9,3,0,0
22639,22639,848,15,5,50,3,0,0
22640,22640,1463,2,4,127,10,3,0
22641,22641,1635,9,1,159,5,5,0
22642,22642,966,15,1,6,10,10,1
22643,22643,1147,13,3,61,8,2,0
22644,22644,1583,7,3,15,8,1,0
22645,22645,487,24,2,233,7,2,0
22646,22646,813,13,5,59,10,3,0
22647,22647,1008,1,2,4,2,0,0
22648,22648,359,3,3,137,6,7,0
22649,22649,1241,15,5,169,0,2,0
22650,22650,74,22,1,31,4,10,0
22651,22651,724,20,7,2,9,3,0
22652,22652,1015,24,7,38,8,10,1
